Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Dexamethasone isonicotinate,,small molecule,"Adrenal Cortex Hormones; Anti-Allergic Agents; Anti-Inflammatory Agents; Corticosteroids; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inducers; Cytochrome P-450 CYP3A5 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Fused-Ring Compounds; Glucocorticoids; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Hyperglycemia-Associated Agents; Immunosuppressive Agents; Pregnadienes; Pregnadienetriols; Pregnanes; Steroids; Steroids, Fluorinated",No,,,,0,0,Yes,vet_approved
Nalorphine,,small molecule,"Alkaloids; Antidotes; Central Nervous System Agents; Heterocyclic Compounds, Fused-Ring; Mixed Agonist / Antagonist Opioids; Morphinans; Opiate Alkaloids; Opioid Antagonists; Opioids; Peripheral Nervous System Agents; Phenanthrenes; Semi-synthetic Opioids; Sensory System Agents",No,,,,0,0,Yes,experimental; vet_approved
Sarafloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved; withdrawn
Sodium tripolyphosphate,,small molecule,"Acids; Acids, Noncarboxylic; Anions; Electrolytes; Ions; Phosphate salts; Phosphoric Acids; Phosphorus Acids; Phosphorus Compounds",No,,,,0,0,Yes,vet_approved
(S)-methoprene,,small molecule,,No,,,,0,0,No,vet_approved
2-mercaptobenzothiazole,,small molecule,"Anti-Infective Agents; Cell-mediated Immunity; Heterocyclic Compounds, Fused-Ring; Increased Histamine Release; Standardized Chemical Allergen; Sulfur Compounds; Thiazoles",No,,,,0,0,No,approved; experimental; vet_approved
Sulfotep,,small molecule,Organophosphorus Compounds; Sulfur Compounds,No,,,,0,0,No,experimental; vet_approved
Amphomycin,,small molecule,"Amino Acids, Peptides, and Proteins; Anti-Bacterial Agents; Anti-Infective Agents; Lipids; Peptides",No,,,,0,0,No,vet_approved
Bunamidine,,small molecule,Anthelmintics; Anti-Infective Agents; Antiparasitic Agents,No,,,,0,0,Yes,vet_approved
Butacaine,,small molecule,"Acids, Carbocyclic; Anesthetics; Anesthetics, Local; Benzene Derivatives; Benzoates; Central Nervous System Agents; Central Nervous System Depressants; Peripheral Nervous System Agents; Sensory System Agents",No,,,,0,0,No,approved; vet_approved
Caramiphen,,small molecule,Cycloparaffins,No,,,,0,0,Yes,experimental; vet_approved
Cefovecin,,small molecule,"Amides; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Sulfur Compounds; Thiazines",No,,,,0,0,Yes,experimental; vet_approved
Cloprostenol,,small molecule,"Abortifacient Agents; Adrenal Cortex Hormones; Autacoids; Biological Factors; Contraceptive Agents, Hormonal; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Hormonal Contraceptives for Systemic Use; Inflammation Mediators; Lipids; Luteolytic Agents; Prostaglandins; Prostaglandins F, Synthetic; Prostaglandins, Synthetic; Reproductive Control Agents",No,,,,0,0,No,vet_approved
Cupric glycinate,,small molecule,"Amino Acids; Amino Acids, Peptides, and Proteins",No,,,,0,0,No,vet_approved
Deslorelin,,small molecule,"Adrenal Cortex Hormones; Alcohol Dehydrogenase, antagonists & inhibitors; Amino Acids, Peptides, and Proteins; Enzyme Inhibitors; Gonadotropin-releasing hormone agonist; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Hypothalamic Hormones; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary Hormone-Releasing Hormones; Proteins",No,,,,0,0,Yes,investigational; vet_approved
Difloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved
Dihydrostreptomycin,,small molecule,Agents that produce neuromuscular block (indirect); Aminoglycoside Antibacterials; Anti-Bacterial Agents; Anti-Infective Agents; Carbohydrates; Glycosides; Nephrotoxic agents; Ophthalmologicals; Sensory Organs,No,,,,0,0,Yes,approved; investigational; vet_approved; withdrawn
Diperodon,,small molecule,,No,,,,0,0,No,vet_approved
Dithiazanine,,small molecule,"Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Benzothiazoles; Coloring Agents; Compounds used in a research, industrial, or household setting; Fluorescent Dyes; Heterocyclic Compounds, Fused-Ring; Indicators and Reagents; Laboratory Chemicals; Luminescent Agents; Sulfur Compounds; Thiazoles",No,,,,0,0,Yes,vet_approved; withdrawn
Etymemazine,,small molecule,,No,,,,0,0,No,experimental; vet_approved
Flunixin,,small molecule,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antipyretics; Antirheumatic Agents; Central Nervous System Agents; Nephrotoxic agents; Nicotinic Acids; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Pyridines; Sensory System Agents; Veterinary Drugs",No,,,,0,0,Yes,vet_approved
Fluprostenol,,small molecule,"Abortifacient Agents; Autacoids; Biological Factors; Contraceptive Agents, Hormonal; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Inflammation Mediators; Lipids; Luteolytic Agents; Prostaglandins; Prostaglandins, Synthetic; Reproductive Control Agents",No,,,,0,0,No,vet_approved
Hygromycin B,,small molecule,Agents that produce neuromuscular block (indirect); Aminoglycoside Antibacterials; Anthelmintics; Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Carbohydrates; Glycosides; Nephrotoxic agents,No,,,,0,0,Yes,vet_approved
Imidocarb,,small molecule,Amides; Amines; Anilides; Aniline Compounds; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Benzene Derivatives; Carbanilides; Phenylurea Compounds,No,,,,0,0,Yes,vet_approved
Isoflupredone,,small molecule,"Fused-Ring Compounds; Pregnadienes; Pregnadienetriols; Pregnanes; Steroids; Steroids, Fluorinated",No,,,,0,0,No,vet_approved
Maduramicin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Ionophores,No,,,,0,0,Yes,vet_approved
Masitinib,,small molecule,"Acids, Carbocyclic; Amides; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Benzene Derivatives; Benzoates; Protein Kinase Inhibitors; Sulfur Compounds",No,,,,0,0,Yes,investigational; vet_approved
Melarsomine,,small molecule,,No,,,,0,0,Yes,experimental; vet_approved
Melengestrol,,small molecule,"Adrenal Cortex Hormones; Corticosteroids; Corticosteroids for Systemic Use; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Immunosuppressive Agents; Pregnadienes; Pregnanes; Steroids",No,,,,0,0,Yes,vet_approved
Metoserpate,,small molecule,"Alkaloids; Heterocyclic Compounds, Fused-Ring; Indole Alkaloids; Indoles; Indolizidines; Indolizines",No,,,,0,0,No,vet_approved
Milbemycin oxime,,small molecule,Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Dirofilaria; Lactones; Polyketides,No,,,,0,0,No,vet_approved
Butyl chloride,,small molecule,"Alkanes; Hydrocarbons, Acyclic",No,,,,0,0,No,vet_approved
Pirlimycin,,small molecule,Anti-Bacterial Agents; Carbohydrates; Glycosides; Lincosamides; Neurotoxic agents; Pyrrolidines,No,,,,0,0,Yes,vet_approved
Polysulfated glycosaminoglycan,,small molecule,Carbohydrates; Polysaccharides,No,,,,0,0,No,vet_approved
Propiopromazine,,small molecule,"Antipsychotic Agents; Central Nervous System Depressants; Heterocyclic Compounds, Fused-Ring; Neurotoxic agents; Phenothiazines; Sulfur Compounds",No,,,,0,0,No,experimental; vet_approved
Ractopamine,,small molecule,Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Agents producing tachycardia; Agents that produce hypertension; Amines; Ethylamines; Growth Substances; Neurotransmitter Agents,No,,,,0,0,No,vet_approved
Robenidine,,small molecule,Amidines; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Guanidines,No,,,,0,0,Yes,experimental; vet_approved
Romifidine,,small molecule,Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Anesthetics; Central Nervous System Agents; Central Nervous System Depressants; Hypnotics and Sedatives; Neurotransmitter Agents,No,,,,0,0,Yes,vet_approved
Salinomycin,,small molecule,"Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Ethers; Ethers, Cyclic; Ionophores; Lactones; P-glycoprotein inhibitors; Polyketides",No,,,,0,0,No,vet_approved
Semduramicin,,small molecule,"Ethers; Ethers, Cyclic; Furans; Ionophores; Lactones; Polyether Polyketides; Polyketides; Pyrans",No,,,,0,0,No,vet_approved
Sulfabromomethazine,,small molecule,,No,,,,0,0,No,vet_approved
Tiletamine,,small molecule,"Anesthetics; Anesthetics, Dissociative; Anesthetics, General; Anesthetics, Intravenous; Anticonvulsants; Central Nervous System Agents; Central Nervous System Depressants; Cyclohexanes; Cyclohexanones; Cycloparaffins; Ketones; Sulfur Compounds; Thiophenes",No,,,,0,0,Yes,vet_approved
Trenbolone,,small molecule,"Anabolic Agents; Estranes; Estrenes; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Steroids",No,,,,0,0,Yes,vet_approved
Tricaine,,small molecule,"Acids, Carbocyclic; Anesthetics; Benzene Derivatives; Benzoates; Central Nervous System Agents; Central Nervous System Depressants",No,,,,0,0,Yes,vet_approved
Tylvalosin,,small molecule,Anti-Bacterial Agents; Lactones; Macrolides,No,,,,0,0,No,vet_approved
Zolazepam,,small molecule,"Anti-Anxiety Agents; Central Nervous System Agents; Central Nervous System Depressants; GABA Agents; GABA Modulators; Heterocyclic Compounds, Fused-Ring; Neurotransmitter Agents; Psychotropic Drugs; Tranquilizing Agents",No,,,,0,0,Yes,vet_approved
Detomidine,,small molecule,Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Analgesics; Central Nervous System Agents; Central Nervous System Depressants; Hypnotics and Sedatives; Neurotransmitter Agents; Peripheral Nervous System Agents; Sensory System Agents,No,,,,0,0,Yes,vet_approved
Toluene,,small molecule,"Benzene Derivatives; Compounds used in a research, industrial, or household setting; Solvents",No,,,,0,0,Yes,vet_approved
Lesinurad,,small molecule,"Acetates; Acids, Acyclic; Antigout Preparations; Antirheumatic Agents; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (weak); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Musculo-Skeletal System; Preparations Increasing Uric Acid Excretion; Sulfhydryl Compounds; Sulfur Compounds; Urate Transporter 1 Inhibitor; Urate Transporter 1 Inhibitors; Uricosuric Agents",No,,,,0,3,Yes,approved; investigational
Aminacrine,,small molecule,"Acridine Derivatives; Acridines; Aminoacridines; Anti-Infective Agents; Anti-Infective Agents, Local; Antiseptics and Disinfectants; Coloring Agents; Compounds used in a research, industrial, or household setting; Dermatologicals; Fluorescent Dyes; Heterocyclic Compounds, Fused-Ring; Indicators and Reagents; Laboratory Chemicals; Luminescent Agents; Mutagens; Noxae; Toxic Actions",No,,,,0,0,Yes,experimental
Bicuculline,,small molecule,"Alkaloids; Benzylisoquinolines; Central Nervous System Agents; Central Nervous System Stimulants; Convulsants; GABA Agents; GABA Antagonists; GABA-A Receptor Antagonists; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Neurotransmitter Agents",No,,,,0,0,Yes,experimental
Sebelipase alfa,,biotech,"Alimentary Tract and Metabolism; Carboxylic Ester Hydrolases; Cholesterol Ester Storage Disease, drug therapy; Enzymes; Enzymes and Coenzymes; Esterases; Hydrolases; Hydrolytic Lysosomal Cholesteryl Ester-specific Enzyme; Hydrolytic Lysosomal Triacylglycerol-specific Enzyme; Wolman Disease, drug therapy",No,,,,0,0,Yes,approved; investigational
Insulin argine,,biotech,Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Insulin,No,,,,0,0,No,experimental
Insulin peglispro,,biotech,"Alcohols; Amino Acids, Peptides, and Proteins; Blood Glucose Lowering Agents; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Ethylene Glycols; Glycols; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Insulin; Insulin, Long-Acting; Macromolecular Substances; Pancreatic Hormones; Pegylated agents; Peptide Hormones; Peptides; Polymers",No,,,,0,0,No,investigational
Insulin tregopil,,biotech,"Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Insulin; Insulin, Short-Acting",No,,,,0,0,No,investigational
Ixekizumab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents; Blood Proteins; Dermatologicals; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Interleukin Inhibitors; Interleukin-17; Interleukin-17A Antagonist; Misc. Skin and Mucous Membrane Agents; Proteins; Serum Globulins",No,,,,0,0,Yes,approved; investigational
Padimate O,,small molecule,"Acids, Carbocyclic; Aminobenzoates; Benzene Derivatives; Benzoates; Compounds used in a research, industrial, or household setting; Cosmetics; Dermatologicals; Protective Agents; Radiation-Protective Agents; Sunscreen Agents",No,,,,0,0,Yes,approved
Human thrombin,,biotech,Blood Coagulation Factors; Increased Coagulation Factor Activity,No,,,,0,0,Yes,approved
Thrombin alfa,,biotech,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood Coagulation Factors; Blood Proteins; Endopeptidases; Enzymes; Enzymes and Coenzymes; Hemorrhage; Hemostatics; Hydrolases; Increased Coagulation Factor Activity; Peptide Hydrolases; Proteins; Serine Endopeptidases; Serine Proteases",No,,,,0,0,Yes,approved
Aluminum chlorohydrate,,small molecule,Alkalies; Aluminium Compounds; Anions; Astringents and Deodorants; Dermatologicals; Drugs Affecting Bone Structure and Mineralization; Drugs for Treatment of Bone Diseases; Electrolytes; Hydroxides; Ions; Medicated Dressings; Medicated Dressings With Antiinfectives; Metal cations; Metal divalent cations; Musculo-Skeletal System,No,,,,0,0,Yes,approved
Elbasvir,,small molecule,"Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Antivirals for treatment of HCV infections; BCRP/ABCG2 Inhibitors; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inhibitors; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Direct Acting Antivirals; Experimental Unapproved Treatments for COVID-19; Hepatitis C Virus NS5A Inhibitor; Heterocyclic Compounds, Fused-Ring; P-glycoprotein inhibitors; P-glycoprotein substrates; Treatments for Hepatitis C",No,,,,0,4,Yes,approved
Grazoprevir,,small molecule,"Acids, Acyclic; Amides; Anti-Infective Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Antivirals for treatment of HCV infections; BCRP/ABCG2 Inhibitors; Cycloparaffins; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (weak); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Direct Acting Antivirals; HCV NS3/4A Protease Inhibitors; Heterocyclic Compounds, Fused-Ring; Lactams; NS3/4A Protease Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates; P-glycoprotein substrates; Sulfones; Sulfur Compounds; Treatments for Hepatitis C",No,,,,0,1,Yes,approved
Ferric oxide,,small molecule,Contrast Media; Iron Compounds; Magnetic Resonance Imaging Contrast Media; Superparamagnetic Contrast Media,No,,,,0,0,Yes,experimental
Indigotindisulfonic acid,,small molecule,"Coloring Agents; Compounds used in a research, industrial, or household setting; Diagnostic Agents; Diagnostic Dye; Drugs that are Mainly Renally Excreted; Heterocyclic Compounds, Fused-Ring; Indoles; Tests for Renal Function and Ureteral Injuries",No,,,,0,0,Yes,approved; investigational
Hard fat,,small molecule,Pharmaceutical Vehicles,No,,,,0,0,No,approved
Light mineral oil,,small molecule,Basic Ointments and Protectants,No,,,,0,0,No,approved
Ravulizumab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents; Blood Proteins; Complement C5 inhibitors; Complement Inactivating Agents; Complement Inactivator Proteins; Globulins; Immunoglobulins; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Proteins; Selective Immunosuppressants; Serum Globulins",No,,,,0,0,Yes,approved; investigational
